fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_smithj,results_ellisk,results_schmitzt,results_absentee_smithj,results_absentee_ellisk,results_absentee_schmitzt,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,leader_key,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,edison_certified_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race,is_runoff_results_race
29181,Ripley,5565,0,7,7,Released as a precinct as first report of the night,100,5565,100%,100% reported,edison,10,all,717,4655,840,70,0,0,0,2020-12-10T12:35:50Z,68.55346,R+69,Smith +69,republican,smithj,MO-G-H-8-2020-11-03,mo-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-missouri.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,solid-rep,8,District 8,MO,missouri,Missouri,Mo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",330226,19543,7,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,440,440,100% reporting,100%,100,330226,edison,100%,100% reported,edison,republican,FALSE,2020-12-10T12:37:52Z,TRUE,55.4923,183250,R+55,Smith +55,republican,TRUE,"","",0,0,1604460670594,FALSE
29201,Scott,17445,0,21,21,Released as a precinct as first report of the night,100,17445,100%,100% reported,edison,10,unknown,1589,13547,3671,227,0,0,0,2020-12-10T12:33:13Z,56.61221,R+57,Smith +57,republican,smithj,MO-G-H-8-2020-11-03,mo-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-missouri.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,solid-rep,8,District 8,MO,missouri,Missouri,Mo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",330226,19543,7,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,440,440,100% reporting,100%,100,330226,edison,100%,100% reported,edison,republican,FALSE,2020-12-10T12:37:52Z,TRUE,55.4923,183250,R+55,Smith +55,republican,TRUE,"","",0,0,1604460670594,FALSE
29203,Shannon,3799,625,8,8,Released as a precinct as first report of the night,100,3799,100%,100% reported,edison,10,all,706,3039,717,43,388,232,5,2020-12-10T12:33:18Z,61.12135,R+61,Smith +61,republican,smithj,MO-G-H-8-2020-11-03,mo-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-missouri.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,solid-rep,8,District 8,MO,missouri,Missouri,Mo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",330226,19543,7,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,440,440,100% reporting,100%,100,330226,edison,100%,100% reported,edison,republican,FALSE,2020-12-10T12:37:52Z,TRUE,55.4923,183250,R+55,Smith +55,republican,TRUE,"","",0,0,1604460670594,FALSE
29187,St. Francois,27251,0,22,22,Released as a separate subtotal as first report of the night,100,27251,100%,100% reported,edison,10,unknown,3432,19505,7170,576,0,0,0,2020-12-08T21:30:54Z,45.26439,R+45,Smith +45,republican,smithj,MO-G-H-8-2020-11-03,mo-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-missouri.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,solid-rep,8,District 8,MO,missouri,Missouri,Mo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",330226,19543,7,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,440,440,100% reporting,100%,100,330226,edison,100%,100% reported,edison,republican,FALSE,2020-12-10T12:37:52Z,TRUE,55.4923,183250,R+55,Smith +55,republican,TRUE,"","",0,0,1604460670594,FALSE
29186,Ste. Genevieve,9052,1850,13,13,Released as a precinct as first report of the night,100,9052,100%,100% reported,edison,10,all,888,6170,2704,178,1008,820,22,2020-12-09T13:57:44Z,38.28988,R+38,Smith +38,republican,smithj,MO-G-H-8-2020-11-03,mo-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-missouri.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,solid-rep,8,District 8,MO,missouri,Missouri,Mo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",330226,19543,7,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,440,440,100% reporting,100%,100,330226,edison,100%,100% reported,edison,republican,FALSE,2020-12-10T12:37:52Z,TRUE,55.4923,183250,R+55,Smith +55,republican,TRUE,"","",0,0,1604460670594,FALSE
29207,Stoddard,13209,4434,11,11,None,100,13209,100%,100% reported,edison,10,all,1728,11316,1738,155,3722,678,34,2020-12-10T12:33:25Z,72.51117,R+73,Smith +73,republican,smithj,MO-G-H-8-2020-11-03,mo-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-missouri.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,solid-rep,8,District 8,MO,missouri,Missouri,Mo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",330226,19543,7,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,440,440,100% reporting,100%,100,330226,edison,100%,100% reported,edison,republican,FALSE,2020-12-10T12:37:52Z,TRUE,55.4923,183250,R+55,Smith +55,republican,TRUE,"","",0,0,1604460670594,FALSE
29215,Texas,11135,1978,11,11,Released as a precinct as first report of the night,100,11135,100%,100% reported,edison,10,some,1778,9278,1696,161,1452,524,2,2020-12-10T12:33:36Z,68.0916,R+68,Smith +68,republican,smithj,MO-G-H-8-2020-11-03,mo-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-missouri.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,solid-rep,8,District 8,MO,missouri,Missouri,Mo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",330226,19543,7,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,440,440,100% reporting,100%,100,330226,edison,100%,100% reported,edison,republican,FALSE,2020-12-10T12:37:52Z,TRUE,55.4923,183250,R+55,Smith +55,republican,TRUE,"","",0,0,1604460670594,FALSE
29221,Washington,9607,0,14,14,Released as a separate subtotal as first report of the night,100,9607,100%,100% reported,edison,10,unknown,1411,7473,1915,219,0,0,0,2020-12-10T12:37:30Z,57.85365,R+58,Smith +58,republican,smithj,MO-G-H-8-2020-11-03,mo-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-missouri.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,solid-rep,8,District 8,MO,missouri,Missouri,Mo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",330226,19543,7,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,440,440,100% reporting,100%,100,330226,edison,100%,100% reported,edison,republican,FALSE,2020-12-10T12:37:52Z,TRUE,55.4923,183250,R+55,Smith +55,republican,TRUE,"","",0,0,1604460670594,FALSE
29223,Wayne,5729,0,10,10,None,100,5729,100%,100% reported,edison,10,unknown,627,4823,821,85,0,0,0,2020-12-10T12:33:48Z,69.85512,R+70,Smith +70,republican,smithj,MO-G-H-8-2020-11-03,mo-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-missouri.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,solid-rep,8,District 8,MO,missouri,Missouri,Mo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",330226,19543,7,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,440,440,100% reporting,100%,100,330226,edison,100%,100% reported,edison,republican,FALSE,2020-12-10T12:37:52Z,TRUE,55.4923,183250,R+55,Smith +55,republican,TRUE,"","",0,0,1604460670594,FALSE
29229,Wright,8585,0,11,11,Released as a precinct as first report of the night,100,8585,100%,100% reported,edison,10,all,1078,7342,1113,130,0,0,0,2020-12-08T21:31:08Z,72.55679,R+73,Smith +73,republican,smithj,MO-G-H-8-2020-11-03,mo-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-missouri.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-missouri.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,solid-rep,8,District 8,MO,missouri,Missouri,Mo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",330226,19543,7,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,440,440,100% reporting,100%,100,330226,edison,100%,100% reported,edison,republican,FALSE,2020-12-10T12:37:52Z,TRUE,55.4923,183250,R+55,Smith +55,republican,TRUE,"","",0,0,1604460670594,FALSE
