fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_speierj,results_petelr,results_absentee_speierj,results_absentee_petelr,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,leader_key,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,state_aspect_ratio_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,edison_certified_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race,is_runoff_results_race
06075,San Francisco,48849,34830,67,67,Released as a separate subtotal as first report of the night,100,48849,100%,100% reported,edison,10,unknown,309114,39670,9179,28901,5929,2021-01-12T17:25:59Z,62.41888,D+62,Speier +62,democrat,speierj,CA-G-H-14-2020-11-03,ca-house-general-district-014-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-california-house-district-14.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-california.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-california.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-california.html,house,general,2020-11-03,FALSE,U.S. House District 14,U.S. House,H,solid-dem,14,District 14,CA,california,California,Calif.,vertical,0.5,"",FALSE,TRUE,winner,AP,FALSE,"",351005,218956,2,unknown,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,395,395,100% reporting,100%,100,350911,edison,100%,100% reported,edison,democrat,FALSE,2021-01-12T16:38:06Z,TRUE,58.57324,205595,D+59,Speier +59,democrat,TRUE,"","",17,0,1604465124739,FALSE
06081,San Mateo,302156,184126,328,328,Released as a separate subtotal as first report of the night,100,302062,100%,100% reported,edison,10,all,271008,238630,63526,152907,31219,2021-01-12T17:00:13Z,57.95152,D+58,Speier +58,democrat,speierj,CA-G-H-14-2020-11-03,ca-house-general-district-014-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-california-house-district-14.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-california.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-california.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-california.html,house,general,2020-11-03,FALSE,U.S. House District 14,U.S. House,H,solid-dem,14,District 14,CA,california,California,Calif.,vertical,0.5,"",FALSE,TRUE,winner,AP,FALSE,"",351005,218956,2,unknown,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,395,395,100% reporting,100%,100,350911,edison,100%,100% reported,edison,democrat,FALSE,2021-01-12T16:38:06Z,TRUE,58.57324,205595,D+59,Speier +59,democrat,TRUE,"","",17,0,1604465124739,FALSE
