fips,name,votes,absentee_votes,reporting,precincts,eevp_display,eevp_source,absentee_count_progress,absentee_max_ballots,results_rushb,results_whitep,results_absentee_rushb,results_absentee_whitep,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,leader_key,absentee_method,eevp,tot_exp_vote,eevp_value,turnout_stage,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,state_aspect_ratio_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,edison_certified_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race,is_runoff_results_race
17031,Cook,267238,0,486,486,"",edison,unknown,823434,218132,49106,0,0,2021-01-26T19:12:51Z,63.24924,D+63,Rush +63,democrat,rushb,,,,,,IL-G-H-1-2020-11-03,il-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-illinois.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-dem,1,District 1,IL,illinois,Illinois,Ill.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",324970,35747,1,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,533,533,100% reporting,100%,100,324970,edison,100%,100% reported,edison,democrat,FALSE,2021-01-26T19:30:09Z,TRUE,47.67086,154916,D+48,Rush +48,democrat,FALSE,"","",14,0,1604458788516,FALSE
17197,Will,57732,35747,47,47,100% reported,edison,unknown,87251,21811,35921,15723,20024,2021-01-26T19:30:22Z,24.44052,R+24,White +24,republican,whitep,Merged into voters' home precincts and released with cumulative results,100,55171,100%,6,IL-G-H-1-2020-11-03,il-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-illinois.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-dem,1,District 1,IL,illinois,Illinois,Ill.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",324970,35747,1,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,533,533,100% reporting,100%,100,324970,edison,100%,100% reported,edison,democrat,FALSE,2021-01-26T19:30:09Z,TRUE,47.67086,154916,D+48,Rush +48,democrat,FALSE,"","",14,0,1604458788516,FALSE
