fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_rosendalem,results_williamsk,results_absentee_rosendalem,results_absentee_williamsk,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,leader_key,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,edison_certified_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race,is_runoff_results_race
30041,Hill,7168,0,17,17,Other,100,7168,100%,100% reported,edison,10,unknown,5547,3807,3361,0,0,2020-12-01T14:00:02Z,6.2221,R+6,Rosendale +6,republican,rosendalem,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
30043,Jefferson,8123,0,10,10,Released as a separate subtotal as first report of the night,100,8123,100%,100% reported,edison,10,all,4742,5288,2835,0,0,2021-01-15T20:23:10Z,30.1982,R+30,Rosendale +30,republican,rosendalem,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
30045,Judith Basin,1344,0,4,4,Merged into voters' home precincts and released with cumulative results,100,1344,100%,100% reported,edison,10,unknown,837,998,346,0,0,2020-11-24T13:24:34Z,48.5119,R+49,Rosendale +49,republican,rosendalem,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
30047,Lake,16489,0,22,22,Merged into voters' home precincts and released with cumulative results,100,16489,100%,100% reported,edison,10,unknown,10643,9239,7250,0,0,2020-12-01T14:00:15Z,12.06259,R+12,Rosendale +12,republican,rosendalem,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
30049,Lewis and Clark,42095,0,33,33,Released as a separate subtotal as first report of the night,100,42095,100%,100% reported,edison,10,unknown,29778,21045,21050,0,0,2021-01-15T20:23:19Z,0.01188,D+0.01,Williams +0.01,democrat,williamsk,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
30051,Liberty,1080,0,4,4,Merged into voters' home precincts and released with cumulative results,100,1080,100%,100% reported,edison,10,unknown,763,776,304,0,0,2020-11-24T13:24:34Z,43.7037,R+44,Rosendale +44,republican,rosendalem,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
30053,Lincoln,11699,0,14,14,Merged into voters' home precincts and released with cumulative results,100,11699,100%,100% reported,edison,10,unknown,6806,8587,3112,0,0,2021-01-15T20:23:40Z,46.79887,R+47,Rosendale +47,republican,rosendalem,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
30057,Madison,6056,0,8,8,Merged into voters' home precincts and released with cumulative results,100,6056,100%,100% reported,edison,10,unknown,2922,4113,1943,0,0,2021-01-15T20:24:02Z,35.83223,R+36,Rosendale +36,republican,rosendalem,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
30055,McCone,1119,0,3,3,Merged into voters' home precincts and released with cumulative results,100,1119,100%,100% reported,edison,10,some,688,932,187,0,0,2020-11-24T13:24:35Z,66.5773,R+67,Rosendale +67,republican,rosendalem,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
30059,Meagher,1107,0,1,1,Other,100,1107,100%,100% reported,edison,10,unknown,978,834,273,0,0,2020-11-24T13:21:55Z,50.67751,R+51,Rosendale +51,republican,rosendalem,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
30061,Mineral,2326,0,6,6,Released as a separate subtotal as first report of the night,100,2326,100%,100% reported,edison,10,unknown,1507,1647,679,0,0,2020-12-01T14:01:25Z,41.61651,R+42,Rosendale +42,republican,rosendalem,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
30063,Missoula,71411,0,52,52,Merged into voters' home precincts and released with cumulative results,100,71411,100%,100% reported,edison,10,unknown,59576,26662,44749,0,0,2021-01-15T20:24:30Z,25.32803,D+25,Williams +25,democrat,williamsk,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
30065,Musselshell,2860,0,6,6,Merged into voters' home precincts and released with cumulative results,100,2860,100%,100% reported,edison,10,some,1734,2341,519,0,0,2020-11-24T13:22:02Z,63.70629,R+64,Rosendale +64,republican,rosendalem,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
30067,Park,11515,0,11,11,None,100,11515,100%,100% reported,edison,10,unknown,6699,5933,5582,0,0,2021-01-15T20:25:08Z,3.0482,R+3,Rosendale +3,republican,rosendalem,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
30069,Petroleum,349,0,1,1,None,100,349,100%,100% reported,edison,10,all,189,298,51,0,0,2021-01-15T20:25:23Z,70.77364,R+71,Rosendale +71,republican,rosendalem,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
30071,Phillips,2349,0,2,2,Merged into voters' home precincts and released with cumulative results,100,2349,100%,100% reported,edison,10,unknown,2000,1860,489,0,0,2021-01-15T20:25:31Z,58.36526,R+58,Rosendale +58,republican,rosendalem,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
30073,Pondera,2982,0,8,8,Released as a separate subtotal at the end of tabulation,100,2982,100%,100% reported,edison,10,unknown,2141,1963,1019,0,0,2020-12-01T14:07:00Z,31.65661,R+32,Rosendale +32,republican,rosendalem,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
30075,Powder River,1138,0,7,7,Merged into voters' home precincts and released with cumulative results,100,1138,100%,100% reported,edison,10,unknown,638,953,185,0,0,2020-11-24T13:22:08Z,67.48682,R+67,Rosendale +67,republican,rosendalem,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
30077,Powell,3177,0,13,13,Merged into voters' home precincts and released with cumulative results,100,3177,100%,100% reported,edison,10,unknown,1578,2278,899,0,0,2021-01-15T20:30:26Z,43.40573,R+43,Rosendale +43,republican,rosendalem,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
30079,Prairie,716,0,4,4,Merged into voters' home precincts and released with cumulative results,100,716,100%,100% reported,edison,10,unknown,480,568,148,0,0,2020-11-24T13:22:10Z,58.65922,R+59,Rosendale +59,republican,rosendalem,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
30081,Ravalli,28464,0,24,24,Released as a separate subtotal as first report of the night,100,28464,100%,100% reported,edison,10,unknown,16965,19114,9350,0,0,2020-12-01T14:03:11Z,34.30298,R+34,Rosendale +34,republican,rosendalem,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
30083,Richland,5748,0,13,13,Other,100,5748,100%,100% reported,edison,10,all,2582,4694,1054,0,0,2020-12-01T14:03:29Z,63.32637,R+63,Rosendale +63,republican,rosendalem,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
30085,Roosevelt,3987,0,12,12,Merged into voters' home precincts and released with cumulative results,100,3987,100%,100% reported,edison,10,unknown,2086,1927,2060,0,0,2021-01-15T20:31:29Z,3.33584,D+3,Williams +3,democrat,williamsk,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",601509,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,663,663,100% reporting,100%,100,601509,edison,100%,100% reported,edison,republican,FALSE,2020-12-06T01:16:22Z,FALSE,12.77271,76829,R+13,Rosendale +13,republican,TRUE,"","",0,0,1604473773708,FALSE
