fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_millerm,results_weavere,results_absentee_millerm,results_absentee_weavere,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,leader_key,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,state_aspect_ratio_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,edison_certified_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race,is_runoff_results_race
17119,Madison,31992,0,51,51,None,98,32488,98%,98% reported,edison,2,some,57323,21015,10977,0,0,2021-01-04T16:22:01Z,31.37659,R+31,Miller +31,republican,millerm,IL-G-H-15-2020-11-03,il-house-general-district-015-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois-house-district-15.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-illinois.html,house,general,2020-11-03,FALSE,U.S. House District 15,U.S. House,H,solid-rep,15,District 15,IL,illinois,Illinois,Ill.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",333506,14855,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,709,789,90% reporting,90%,93,359000,edison,93%,93% reported,edison,republican,FALSE,2020-12-08T17:42:35Z,FALSE,46.89211,156388,R+47,Miller +47,republican,FALSE,"","",14,0,1609886186414,FALSE
17121,Marion,17079,0,43,48,Merged into voters' home precincts and released with cumulative results,90,18973,90%,90% reported,edison,4,some,4072,12296,4783,0,0,2021-01-04T16:22:14Z,43.98969,R+44,Miller +44,republican,millerm,IL-G-H-15-2020-11-03,il-house-general-district-015-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois-house-district-15.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-illinois.html,house,general,2020-11-03,FALSE,U.S. House District 15,U.S. House,H,solid-rep,15,District 15,IL,illinois,Illinois,Ill.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",333506,14855,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,709,789,90% reporting,90%,93,359000,edison,93%,93% reported,edison,republican,FALSE,2020-12-08T17:42:35Z,FALSE,46.89211,156388,R+47,Miller +47,republican,FALSE,"","",14,0,1609886186414,FALSE
17127,Massac,6646,0,15,17,Merged into voters' home precincts and released with cumulative results,100,6632,100%,100% reported,edison,6,all,1360,4912,1734,0,0,2021-01-04T16:22:33Z,47.81824,R+48,Miller +48,republican,millerm,IL-G-H-15-2020-11-03,il-house-general-district-015-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois-house-district-15.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-illinois.html,house,general,2020-11-03,FALSE,U.S. House District 15,U.S. House,H,solid-rep,15,District 15,IL,illinois,Illinois,Ill.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",333506,14855,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,709,789,90% reporting,90%,93,359000,edison,93%,93% reported,edison,republican,FALSE,2020-12-08T17:42:35Z,FALSE,46.89211,156388,R+47,Miller +47,republican,FALSE,"","",14,0,1609886186414,FALSE
17139,Moultrie,6678,0,13,14,Merged into voters' home precincts and released with cumulative results,96,6964,96%,96% reported,edison,4,all,2046,4939,1739,0,0,2020-12-08T17:40:36Z,47.91854,R+48,Miller +48,republican,millerm,IL-G-H-15-2020-11-03,il-house-general-district-015-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois-house-district-15.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-illinois.html,house,general,2020-11-03,FALSE,U.S. House District 15,U.S. House,H,solid-rep,15,District 15,IL,illinois,Illinois,Ill.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",333506,14855,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,709,789,90% reporting,90%,93,359000,edison,93%,93% reported,edison,republican,FALSE,2020-12-08T17:42:35Z,FALSE,46.89211,156388,R+47,Miller +47,republican,FALSE,"","",14,0,1609886186414,FALSE
17151,Pope,2097,0,5,6,Merged into voters' home precincts and released with cumulative results,88,2389,88%,88% reported,edison,4,some,758,1646,451,0,0,2020-12-08T17:40:47Z,56.98617,R+57,Miller +57,republican,millerm,IL-G-H-15-2020-11-03,il-house-general-district-015-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois-house-district-15.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-illinois.html,house,general,2020-11-03,FALSE,U.S. House District 15,U.S. House,H,solid-rep,15,District 15,IL,illinois,Illinois,Ill.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",333506,14855,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,709,789,90% reporting,90%,93,359000,edison,93%,93% reported,edison,republican,FALSE,2020-12-08T17:42:35Z,FALSE,46.89211,156388,R+47,Miller +47,republican,FALSE,"","",14,0,1609886186414,FALSE
17159,Richland,7852,0,21,21,Merged into voters' home precincts and released with cumulative results,92,8556,92%,92% reported,edison,4,all,1760,6077,1775,0,0,2020-12-08T17:41:10Z,54.78859,R+55,Miller +55,republican,millerm,IL-G-H-15-2020-11-03,il-house-general-district-015-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois-house-district-15.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-illinois.html,house,general,2020-11-03,FALSE,U.S. House District 15,U.S. House,H,solid-rep,15,District 15,IL,illinois,Illinois,Ill.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",333506,14855,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,709,789,90% reporting,90%,93,359000,edison,93%,93% reported,edison,republican,FALSE,2020-12-08T17:42:35Z,FALSE,46.89211,156388,R+47,Miller +47,republican,FALSE,"","",14,0,1609886186414,FALSE
17165,Saline,10548,0,23,28,Merged into voters' home precincts and released with cumulative results,83,12637,83%,83% reported,edison,4,some,4206,7713,2835,0,0,2021-01-04T16:25:21Z,46.24573,R+46,Miller +46,republican,millerm,IL-G-H-15-2020-11-03,il-house-general-district-015-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois-house-district-15.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-illinois.html,house,general,2020-11-03,FALSE,U.S. House District 15,U.S. House,H,solid-rep,15,District 15,IL,illinois,Illinois,Ill.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",333506,14855,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,709,789,90% reporting,90%,93,359000,edison,93%,93% reported,edison,republican,FALSE,2020-12-08T17:42:35Z,FALSE,46.89211,156388,R+47,Miller +47,republican,FALSE,"","",14,0,1609886186414,FALSE
17173,Shelby,11856,0,32,33,None,100,11812,100%,100% reported,edison,6,unknown,2422,9195,2661,0,0,2020-12-08T17:41:34Z,55.11134,R+55,Miller +55,republican,millerm,IL-G-H-15-2020-11-03,il-house-general-district-015-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois-house-district-15.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-illinois.html,house,general,2020-11-03,FALSE,U.S. House District 15,U.S. House,H,solid-rep,15,District 15,IL,illinois,Illinois,Ill.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",333506,14855,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,709,789,90% reporting,90%,93,359000,edison,93%,93% reported,edison,republican,FALSE,2020-12-08T17:42:35Z,FALSE,46.89211,156388,R+47,Miller +47,republican,FALSE,"","",14,0,1609886186414,FALSE
17183,Vermilion,31076,0,50,55,Merged into voters' home precincts and released with cumulative results,91,34181,91%,91% reported,edison,2,unknown,4752,21204,9872,0,0,2021-01-04T16:27:32Z,36.46544,R+36,Miller +36,republican,millerm,IL-G-H-15-2020-11-03,il-house-general-district-015-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois-house-district-15.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-illinois.html,house,general,2020-11-03,FALSE,U.S. House District 15,U.S. House,H,solid-rep,15,District 15,IL,illinois,Illinois,Ill.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",333506,14855,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,709,789,90% reporting,90%,93,359000,edison,93%,93% reported,edison,republican,FALSE,2020-12-08T17:42:35Z,FALSE,46.89211,156388,R+47,Miller +47,republican,FALSE,"","",14,0,1609886186414,FALSE
17185,Wabash,5301,0,14,16,None,87,6065,87%,87% reported,edison,4,unknown,1834,4083,1218,0,0,2021-01-04T16:27:42Z,54.04641,R+54,Miller +54,republican,millerm,IL-G-H-15-2020-11-03,il-house-general-district-015-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois-house-district-15.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-illinois.html,house,general,2020-11-03,FALSE,U.S. House District 15,U.S. House,H,solid-rep,15,District 15,IL,illinois,Illinois,Ill.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",333506,14855,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,709,789,90% reporting,90%,93,359000,edison,93%,93% reported,edison,republican,FALSE,2020-12-08T17:42:35Z,FALSE,46.89211,156388,R+47,Miller +47,republican,FALSE,"","",14,0,1609886186414,FALSE
17189,Washington,7645,0,18,20,None,92,8269,92%,92% reported,edison,2,some,987,5965,1680,0,0,2021-01-04T16:28:03Z,56.04971,R+56,Miller +56,republican,millerm,IL-G-H-15-2020-11-03,il-house-general-district-015-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois-house-district-15.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-illinois.html,house,general,2020-11-03,FALSE,U.S. House District 15,U.S. House,H,solid-rep,15,District 15,IL,illinois,Illinois,Ill.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",333506,14855,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,709,789,90% reporting,90%,93,359000,edison,93%,93% reported,edison,republican,FALSE,2020-12-08T17:42:35Z,FALSE,46.89211,156388,R+47,Miller +47,republican,FALSE,"","",14,0,1609886186414,FALSE
17191,Wayne,8222,0,24,27,None,89,9252,89%,89% reported,edison,4,some,1717,7010,1212,0,0,2021-01-04T16:28:11Z,70.51812,R+71,Miller +71,republican,millerm,IL-G-H-15-2020-11-03,il-house-general-district-015-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois-house-district-15.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-illinois.html,house,general,2020-11-03,FALSE,U.S. House District 15,U.S. House,H,solid-rep,15,District 15,IL,illinois,Illinois,Ill.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",333506,14855,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,709,789,90% reporting,90%,93,359000,edison,93%,93% reported,edison,republican,FALSE,2020-12-08T17:42:35Z,FALSE,46.89211,156388,R+47,Miller +47,republican,FALSE,"","",14,0,1609886186414,FALSE
17193,White,7181,0,16,18,Merged into voters' home precincts and released with cumulative results,88,8166,88%,88% reported,edison,4,all,1565,5648,1533,0,0,2021-01-04T16:28:19Z,57.304,R+57,Miller +57,republican,millerm,IL-G-H-15-2020-11-03,il-house-general-district-015-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois-house-district-15.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-illinois.html,house,general,2020-11-03,FALSE,U.S. House District 15,U.S. House,H,solid-rep,15,District 15,IL,illinois,Illinois,Ill.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",333506,14855,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,709,789,90% reporting,90%,93,359000,edison,93%,93% reported,edison,republican,FALSE,2020-12-08T17:42:35Z,FALSE,46.89211,156388,R+47,Miller +47,republican,FALSE,"","",14,0,1609886186414,FALSE
