fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_khannar,results_tandonr,results_absentee_khannar,results_absentee_tandonr,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,leader_key,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,state_aspect_ratio_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,edison_certified_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race,is_runoff_results_race
06001,Alameda,75809,29394,51,51,"Released as first report, then NOT included in cumulative results",100,75809,100%,100% reported,edison,10,unknown,533518,53654,22155,22691,6703,2021-01-12T17:19:15Z,41.55048,D+42,Khanna +42,democrat,khannar,CA-G-H-17-2020-11-03,ca-house-general-district-017-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-california-house-district-17.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-california.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-california.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-california.html,house,general,2020-11-03,FALSE,U.S. House District 17,U.S. House,H,solid-dem,17,District 17,CA,california,California,Calif.,vertical,0.5,"",FALSE,TRUE,winner,AP,FALSE,"",297336,29394,1,unknown,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,210,210,100% reporting,100%,100,297336,edison,100%,100% reported,edison,democrat,FALSE,2020-12-05T21:34:21Z,TRUE,42.69177,126938,D+43,Khanna +43,democrat,TRUE,"","",17,0,1604471931632,FALSE
06085,Santa Clara,221527,0,159,159,Released as a separate subtotal as first report of the night,100,221527,100%,100% reported,edison,10,some,732616,158483,63044,0,0,2021-02-17T16:35:52Z,43.08233,D+43,Khanna +43,democrat,khannar,CA-G-H-17-2020-11-03,ca-house-general-district-017-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-california-house-district-17.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-california.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-california.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-california.html,house,general,2020-11-03,FALSE,U.S. House District 17,U.S. House,H,solid-dem,17,District 17,CA,california,California,Calif.,vertical,0.5,"",FALSE,TRUE,winner,AP,FALSE,"",297336,29394,1,unknown,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,210,210,100% reporting,100%,100,297336,edison,100%,100% reported,edison,democrat,FALSE,2020-12-05T21:34:21Z,TRUE,42.69177,126938,D+43,Khanna +43,democrat,TRUE,"","",17,0,1604471931632,FALSE
