fips,name,votes,absentee_votes,reporting,precincts,eevp_display,eevp_source,results_nealr,results_write_ins,results_absentee_nealr,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,leader_key,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,edison_certified_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race,is_runoff_results_race
25003,Berkshire,57421,0,59,59,"",edison,56461,960,0,0,2020-12-11T00:54:58Z,96.65628,D+97,Neal +97,democrat,nealr,MA-G-H-1-2020-11-03,ma-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-massachusetts.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-massachusetts.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-massachusetts.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-dem,1,District 1,MA,massachusetts,Massachusetts,Mass.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",285332,8013,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,278,278,100% reporting,100%,100,285332,edison,100%,100% reported,edison,democrat,FALSE,2021-03-07T03:43:02Z,TRUE,93.02146,265420,D+93,Neal +93,democrat,FALSE,"","",3,0,1604451847946,FALSE
25011,Franklin,7527,701,12,12,"",edison,7317,210,701,0,2020-12-11T01:02:44Z,94.42009,D+94,Neal +94,democrat,nealr,MA-G-H-1-2020-11-03,ma-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-massachusetts.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-massachusetts.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-massachusetts.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-dem,1,District 1,MA,massachusetts,Massachusetts,Mass.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",285332,8013,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,278,278,100% reporting,100%,100,285332,edison,100%,100% reported,edison,democrat,FALSE,2021-03-07T03:43:02Z,TRUE,93.02146,265420,D+93,Neal +93,democrat,FALSE,"","",3,0,1604451847946,FALSE
25013,Hampden,167863,4240,166,166,"",edison,160997,6866,4240,0,2020-12-11T00:54:24Z,91.81952,D+92,Neal +92,democrat,nealr,MA-G-H-1-2020-11-03,ma-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-massachusetts.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-massachusetts.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-massachusetts.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-dem,1,District 1,MA,massachusetts,Massachusetts,Mass.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",285332,8013,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,278,278,100% reporting,100%,100,285332,edison,100%,100% reported,edison,democrat,FALSE,2021-03-07T03:43:02Z,TRUE,93.02146,265420,D+93,Neal +93,democrat,FALSE,"","",3,0,1604451847946,FALSE
25015,Hampshire,28475,0,22,22,"",edison,27333,1142,0,0,2020-12-11T00:52:27Z,91.97893,D+92,Neal +92,democrat,nealr,MA-G-H-1-2020-11-03,ma-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-massachusetts.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-massachusetts.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-massachusetts.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-dem,1,District 1,MA,massachusetts,Massachusetts,Mass.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",285332,8013,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,278,278,100% reporting,100%,100,285332,edison,100%,100% reported,edison,democrat,FALSE,2021-03-07T03:43:02Z,TRUE,93.02146,265420,D+93,Neal +93,democrat,FALSE,"","",3,0,1604451847946,FALSE
25027,Worcester,25894,3078,19,19,"",edison,23268,2626,2944,134,2020-12-07T19:59:30Z,79.71731,D+80,Neal +80,democrat,nealr,MA-G-H-1-2020-11-03,ma-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-massachusetts.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-massachusetts.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-massachusetts.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-dem,1,District 1,MA,massachusetts,Massachusetts,Mass.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",285332,8013,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,278,278,100% reporting,100%,100,285332,edison,100%,100% reported,edison,democrat,FALSE,2021-03-07T03:43:02Z,TRUE,93.02146,265420,D+93,Neal +93,democrat,FALSE,"","",3,0,1604451847946,FALSE
