fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,results_feenstrar,results_scholtenj,results_absentee_feenstrar,results_absentee_scholtenj,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,leader_key,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,nyt_race_description_race,race_rating_race,nyt_key_race_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,edison_certified_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
19047,Crawford,6627,3847,8,8,None,100,6627,>98%,>98% reported,edison,10,unknown,4215,2412,2209,1638,2020-12-05T23:06:01Z,27.20688,R+27,Feenstra +27,republican,feenstrar,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382130,216020,39,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,489,489,100% reporting,100%,100,382130,edison,>98%,>98% reported,edison,republican,FALSE,2020-12-05T23:42:27Z,FALSE,24.23468,92608,R+24,Feenstra +24,republican,TRUE,"","",6,-1,1604467247103
19059,Dickinson,10780,7568,6,6,None,100,10780,>98%,>98% reported,edison,10,unknown,7205,3575,4690,2878,2020-12-05T23:06:37Z,33.67347,R+34,Feenstra +34,republican,feenstrar,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382130,216020,39,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,489,489,100% reporting,100%,100,382130,edison,>98%,>98% reported,edison,republican,FALSE,2020-12-05T23:42:27Z,FALSE,24.23468,92608,R+24,Feenstra +24,republican,TRUE,"","",6,-1,1604467247103
19063,Emmet,4649,2511,12,12,None,100,4649,>98%,>98% reported,edison,10,unknown,3084,1565,1400,1111,2020-12-05T23:05:10Z,32.67369,R+33,Feenstra +33,republican,feenstrar,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382130,216020,39,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,489,489,100% reporting,100%,100,382130,edison,>98%,>98% reported,edison,republican,FALSE,2020-12-05T23:42:27Z,FALSE,24.23468,92608,R+24,Feenstra +24,republican,TRUE,"","",6,-1,1604467247103
19067,Floyd,7722,4475,9,9,None,100,7722,>98%,>98% reported,edison,10,unknown,4478,3244,2163,2312,2020-12-05T23:05:39Z,15.98032,R+16,Feenstra +16,republican,feenstrar,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382130,216020,39,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,489,489,100% reporting,100%,100,382130,edison,>98%,>98% reported,edison,republican,FALSE,2020-12-05T23:42:27Z,FALSE,24.23468,92608,R+24,Feenstra +24,republican,TRUE,"","",6,-1,1604467247103
19069,Franklin,4883,2420,13,13,None,100,4883,>98%,>98% reported,edison,10,unknown,3249,1634,1411,1009,2020-12-05T23:05:01Z,33.07393,R+33,Feenstra +33,republican,feenstrar,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382130,216020,39,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,489,489,100% reporting,100%,100,382130,edison,>98%,>98% reported,edison,republican,FALSE,2020-12-05T23:42:27Z,FALSE,24.23468,92608,R+24,Feenstra +24,republican,TRUE,"","",6,-1,1604467247103
19073,Greene,4800,3006,7,7,None,100,4800,>98%,>98% reported,edison,10,unknown,2952,1848,1604,1402,2020-12-04T23:14:41Z,23,R+23,Feenstra +23,republican,feenstrar,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382130,216020,39,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,489,489,100% reporting,100%,100,382130,edison,>98%,>98% reported,edison,republican,FALSE,2020-12-05T23:42:27Z,FALSE,24.23468,92608,R+24,Feenstra +24,republican,TRUE,"","",6,-1,1604467247103
19075,Grundy,6918,3187,7,7,None,100,6918,>98%,>98% reported,edison,10,some,4906,2012,1915,1272,2020-12-04T23:33:31Z,41.8329,R+42,Feenstra +42,republican,feenstrar,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382130,216020,39,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,489,489,100% reporting,100%,100,382130,edison,>98%,>98% reported,edison,republican,FALSE,2020-12-05T23:42:27Z,FALSE,24.23468,92608,R+24,Feenstra +24,republican,TRUE,"","",6,-1,1604467247103
19079,Hamilton,7637,4516,8,8,None,100,7637,>98%,>98% reported,edison,10,all,4690,2947,2389,2127,2020-12-04T23:36:00Z,22.8231,R+23,Feenstra +23,republican,feenstrar,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382130,216020,39,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,489,489,100% reporting,100%,100,382130,edison,>98%,>98% reported,edison,republican,FALSE,2020-12-05T23:42:27Z,FALSE,24.23468,92608,R+24,Feenstra +24,republican,TRUE,"","",6,-1,1604467247103
19081,Hancock,5908,2777,11,11,None,100,5908,>98%,>98% reported,edison,10,unknown,4136,1772,1661,1116,2020-12-05T23:19:33Z,40.01354,R+40,Feenstra +40,republican,feenstrar,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382130,216020,39,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,489,489,100% reporting,100%,100,382130,edison,>98%,>98% reported,edison,republican,FALSE,2020-12-05T23:42:27Z,FALSE,24.23468,92608,R+24,Feenstra +24,republican,TRUE,"","",6,-1,1604467247103
19083,Hardin,8692,4729,8,8,None,100,8692,>98%,>98% reported,edison,10,unknown,5758,2934,2703,2026,2020-12-05T23:05:51Z,32.48965,R+32,Feenstra +32,republican,feenstrar,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382130,216020,39,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,489,489,100% reporting,100%,100,382130,edison,>98%,>98% reported,edison,republican,FALSE,2020-12-05T23:42:27Z,FALSE,24.23468,92608,R+24,Feenstra +24,republican,TRUE,"","",6,-1,1604467247103
19085,Harrison,7638,3763,13,13,None,100,7638,>98%,>98% reported,edison,10,unknown,5140,2498,2163,1600,2020-12-05T23:05:06Z,34.59021,R+35,Feenstra +35,republican,feenstrar,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382130,216020,39,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,489,489,100% reporting,100%,100,382130,edison,>98%,>98% reported,edison,republican,FALSE,2020-12-05T23:42:27Z,FALSE,24.23468,92608,R+24,Feenstra +24,republican,TRUE,"","",6,-1,1604467247103
19091,Humboldt,5074,2719,10,10,None,100,5074,>98%,>98% reported,edison,10,unknown,3601,1473,1693,1026,2020-12-05T23:05:27Z,41.9393,R+42,Feenstra +42,republican,feenstrar,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382130,216020,39,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,489,489,100% reporting,100%,100,382130,edison,>98%,>98% reported,edison,republican,FALSE,2020-12-05T23:42:27Z,FALSE,24.23468,92608,R+24,Feenstra +24,republican,TRUE,"","",6,-1,1604467247103
19093,Ida,3719,1831,8,8,None,100,3719,>98%,>98% reported,edison,10,unknown,2660,1059,1167,664,2020-12-05T23:06:12Z,43.04921,R+43,Feenstra +43,republican,feenstrar,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382130,216020,39,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,489,489,100% reporting,100%,100,382130,edison,>98%,>98% reported,edison,republican,FALSE,2020-12-05T23:42:27Z,FALSE,24.23468,92608,R+24,Feenstra +24,republican,TRUE,"","",6,-1,1604467247103
19109,Kossuth,8744,4884,20,20,None,100,8744,>98%,>98% reported,edison,10,unknown,5964,2780,2814,2070,2020-12-05T23:04:52Z,36.41354,R+36,Feenstra +36,republican,feenstrar,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382130,216020,39,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,489,489,100% reporting,100%,100,382130,edison,>98%,>98% reported,edison,republican,FALSE,2020-12-05T23:42:27Z,FALSE,24.23468,92608,R+24,Feenstra +24,republican,TRUE,"","",6,-1,1604467247103
19119,Lyon,6694,3281,8,8,None,100,6694,>98%,>98% reported,edison,10,unknown,5556,1138,2530,751,2020-12-05T23:06:17Z,65.9994,R+66,Feenstra +66,republican,feenstrar,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382130,216020,39,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,489,489,100% reporting,100%,100,382130,edison,>98%,>98% reported,edison,republican,FALSE,2020-12-05T23:42:27Z,FALSE,24.23468,92608,R+24,Feenstra +24,republican,TRUE,"","",6,-1,1604467247103
19133,Monona,4521,2113,8,8,None,100,4521,>98%,>98% reported,edison,10,unknown,2974,1547,1173,940,2020-12-05T23:06:21Z,31.56381,R+32,Feenstra +32,republican,feenstrar,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382130,216020,39,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,489,489,100% reporting,100%,100,382130,edison,>98%,>98% reported,edison,republican,FALSE,2020-12-05T23:42:27Z,FALSE,24.23468,92608,R+24,Feenstra +24,republican,TRUE,"","",6,-1,1604467247103
19141,O'Brien,7359,3544,9,9,None,100,7359,>98%,>98% reported,edison,10,some,5744,1615,2462,1082,2020-12-04T23:09:55Z,56.10817,R+56,Feenstra +56,republican,feenstrar,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382130,216020,39,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,489,489,100% reporting,100%,100,382130,edison,>98%,>98% reported,edison,republican,FALSE,2020-12-05T23:42:27Z,FALSE,24.23468,92608,R+24,Feenstra +24,republican,TRUE,"","",6,-1,1604467247103
19143,Osceola,3169,1406,8,8,None,100,3169,>98%,>98% reported,edison,10,some,2542,627,1049,357,2020-12-04T23:36:35Z,60.42916,R+60,Feenstra +60,republican,feenstrar,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382130,216020,39,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,489,489,100% reporting,100%,100,382130,edison,>98%,>98% reported,edison,republican,FALSE,2020-12-05T23:42:27Z,FALSE,24.23468,92608,R+24,Feenstra +24,republican,TRUE,"","",6,-1,1604467247103
19147,Palo Alto,4814,2706,6,6,None,100,4814,>98%,>98% reported,edison,10,unknown,3193,1621,1590,1116,2020-12-05T23:06:32Z,32.65476,R+33,Feenstra +33,republican,feenstrar,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382130,216020,39,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,489,489,100% reporting,100%,100,382130,edison,>98%,>98% reported,edison,republican,FALSE,2020-12-05T23:42:27Z,FALSE,24.23468,92608,R+24,Feenstra +24,republican,TRUE,"","",6,-1,1604467247103
