fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_bidenj,results_trumpd,results_jorgensenj,results_blankenshipd,results_hawkinsh,results_write_ins,results_de_la_fuenter,results_absentee_bidenj,results_absentee_trumpd,results_absentee_jorgensenj,results_absentee_blankenshipd,results_absentee_hawkinsh,results_absentee_write_ins,results_absentee_de_la_fuenter,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,leader_key,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
26063,Huron,18437,0,31,31,None,100,18437,100%,100% reported,edison,10,all,,1927,,,5490,12731,145,24,32,0,15,0,0,0,0,0,0,0,2020-11-30T03:12:09Z,39.27429,R+39,Trump +39,republican,trumpd,39.27429,15944,38.3,15484,14.78,michigan,2021-05-08T21:24:14.670866Z
26065,Ingham,144550,0,115,115,Merged into voters' home precincts and released with cumulative results,100,144550,100%,100% reported,edison,10,unknown,,39987,,,94212,47639,1873,221,456,45,104,0,0,0,0,0,0,0,2021-03-07T03:32:57Z,32.2193,D+32,Biden +32,democrat,bidenj,-32.2193,132135,-26.7,127910,-27.79,michigan,2021-05-08T21:24:14.670866Z
26067,Ionia,32209,0,31,31,None,100,32209,100%,100% reported,edison,10,unknown,,3326,,,10901,20657,490,55,79,4,23,0,0,0,0,0,0,0,2020-11-30T03:12:41Z,30.28967,R+30,Trump +30,republican,trumpd,30.28967,27039,30.6,25761,12.8,michigan,2021-05-08T21:24:14.670866Z
26069,Iosco,15363,0,18,18,Merged into voters' home precincts and released with cumulative results,100,15363,100%,100% reported,edison,10,all,,2585,,,5373,9759,152,31,33,4,11,0,0,0,0,0,0,0,2020-11-30T03:12:56Z,28.54911,R+29,Trump +29,republican,trumpd,28.54911,13429,29.8,13344,5,michigan,2021-05-08T21:24:14.670866Z
26071,Iron,6789,0,13,13,Merged into voters' home precincts and released with cumulative results,100,6789,100%,100% reported,edison,10,all,,608,,,2493,4216,54,8,14,0,4,0,0,0,0,0,0,0,2020-11-30T03:13:15Z,25.37929,R+25,Trump +25,republican,trumpd,25.37929,5960,28,5988,8.97,michigan,2021-05-08T21:24:14.670866Z
26073,Isabella,29421,0,30,30,None,100,29421,100%,100% reported,edison,10,all,,3200,,,14072,14815,365,35,102,12,20,0,0,0,0,0,0,0,2020-11-30T03:13:31Z,2.52541,R+3,Trump +3,republican,trumpd,2.52541,25540,3.7,24119,-9.28,michigan,2021-05-08T21:24:14.670866Z
26075,Jackson,80861,0,63,63,Merged into voters' home precincts and released with cumulative results,100,80861,100%,100% reported,edison,10,unknown,,11117,,,31995,47372,1113,108,213,16,44,0,0,0,0,0,0,0,2021-03-07T03:33:08Z,19.01658,R+19,Trump +19,republican,trumpd,19.01658,70125,20,69446,5.76,michigan,2021-05-08T21:24:14.670866Z
26077,Kalamazoo,143414,0,108,108,Merged into voters' home precincts and released with cumulative results,100,143414,100%,100% reported,edison,10,unknown,,26785,,,83686,56823,2064,219,494,38,90,0,0,0,0,0,0,0,2021-03-07T03:33:15Z,18.73109,D+19,Biden +19,democrat,bidenj,-18.73109,126299,-12.8,123178,-13.31,michigan,2021-05-08T21:24:14.670866Z
26079,Kalkaska,10631,0,13,13,Merged into voters' home precincts and released with cumulative results,100,10631,100%,100% reported,edison,10,all,,1423,,,3002,7436,142,21,24,1,5,0,0,0,0,0,0,0,2020-11-30T03:14:31Z,41.70821,R+42,Trump +42,republican,trumpd,41.70821,8833,43.4,8299,19.63,michigan,2021-05-08T21:24:14.670866Z
26081,Kent,361048,0,252,252,Merged into voters' home precincts and released with cumulative results,100,361048,100%,100% reported,edison,10,unknown,,68589,,,187915,165741,5495,490,957,209,241,0,0,0,0,0,0,0,2021-03-07T03:33:29Z,6.14157,D+6,Biden +6,democrat,bidenj,-6.14157,310894,3.1,292985,7.69,michigan,2021-05-08T21:24:14.670866Z
26083,Keweenaw,1557,0,5,5,Merged into voters' home precincts and released with cumulative results,100,1557,100%,100% reported,edison,10,all,,297,,,672,862,17,2,4,0,0,0,0,0,0,0,0,0,2020-11-30T03:15:17Z,12.20295,R+12,Trump +12,republican,trumpd,12.20295,1434,20,1392,13.79,michigan,2021-05-08T21:24:14.670866Z
26085,Lake,6323,0,15,15,Merged into voters' home precincts and released with cumulative results,100,6323,100%,100% reported,edison,10,all,,646,,,2288,3946,65,9,12,0,3,0,0,0,0,0,0,0,2020-11-30T03:15:35Z,26.22173,R+26,Trump +26,republican,trumpd,26.22173,5358,22.8,5287,-5.01,michigan,2021-05-08T21:24:14.670866Z
26087,Lapeer,52650,14351,38,38,Merged into voters' home precincts and released with cumulative results,100,52650,100%,100% reported,edison,10,unknown,,8988,,,16367,35482,573,78,113,10,27,6521,7743,19,27,34,0,7,2020-11-30T03:15:50Z,36.30579,R+36,Trump +36,republican,trumpd,36.30579,45183,38.3,43115,11.45,michigan,2021-05-08T21:24:14.670866Z
