fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_trumpd,results_bidenj,results_jorgensenj,results_hawkinsh,results_blankenshipd,results_write_ins,results_absentee_trumpd,results_absentee_bidenj,results_absentee_jorgensenj,results_absentee_hawkinsh,results_absentee_blankenshipd,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,leader_key,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
29163,Pike,7695,0,13,14,Released as a precinct as first report of the night,99,7734,99%,99% reported,edison,2,unknown,,1005,,,5863,1717,93,19,3,,0,0,0,0,0,,2020-12-08T21:30:54Z,53.87914,R+54,Trump +54,republican,trumpd,53.87914,7428,46.7,7321,27.25,missouri,2020-12-09T08:27:51.293878Z
29165,Platte,58523,0,28,28,Released as a precinct as first report of the night,100,58523,100%,100% reported,edison,6,all,,7942,,,29251,28111,907,168,86,0,0,0,0,0,0,0,2020-11-24T13:22:16Z,1.94795,R+1.9,Trump +1.9,republican,trumpd,1.94795,49608,11.8,45552,14.14,missouri,2020-12-09T08:27:51.293878Z
29167,Polk,15062,0,23,23,Released separately AFTER election night,100,14854,100%,100% reported,edison,2,unknown,,2693,,,11850,2885,278,20,29,,0,0,0,0,0,,2020-12-08T21:30:54Z,59.52065,R+60,Trump +60,republican,trumpd,59.52065,13763,56.7,13119,43.24,missouri,2020-12-09T08:27:51.293878Z
29169,Pulaski,14414,0,9,9,Released as a precinct as first report of the night,98,14647,98%,98% reported,edison,2,none,,3624,,,10329,3740,286,36,23,,0,0,0,0,0,,2020-12-08T21:30:54Z,45.7125,R+46,Trump +46,republican,trumpd,45.7125,13582,51.2,13571,36.05,missouri,2020-12-09T08:27:51.293878Z
29171,Putnam,2361,0,8,9,None,96,2458,96%,96% reported,edison,2,unknown,,506,,,1984,361,13,0,3,,0,0,0,0,0,,2020-11-24T13:22:22Z,68.74206,R+69,Trump +69,republican,trumpd,68.74206,2346,67.5,2309,47.03,missouri,2020-12-09T08:27:51.293878Z
29173,Ralls,5662,0,8,8,Released separately AFTER election night,100,5517,100%,100% reported,edison,2,unknown,,838,,,4396,1205,51,7,3,,0,0,0,0,0,,2020-11-24T13:22:23Z,56.35818,R+56,Trump +56,republican,trumpd,56.35818,5294,53.5,5036,29.69,missouri,2020-12-09T08:27:51.293878Z
29175,Randolph,10742,0,14,15,None,99,10800,99%,99% reported,edison,2,unknown,,1270,,,8018,2485,200,25,14,,0,0,0,0,0,,2020-11-24T13:22:24Z,51.5081,R+52,Trump +52,republican,trumpd,51.5081,10408,50.4,9944,36.56,missouri,2020-12-09T08:27:51.293878Z
29177,Ray,11654,2781,12,12,Released as a precinct as first report of the night,100,11533,100%,100% reported,edison,6,unknown,,1498,,,8328,3107,144,28,21,26,1662,1092,17,2,4,4,2020-11-24T13:22:25Z,44.80007,R+45,Trump +45,republican,trumpd,44.80007,10945,36.7,10367,14.85,missouri,2020-12-09T08:27:51.293878Z
29179,Reynolds,3298,0,14,14,Released as a precinct as first report of the night,98,3354,98%,98% reported,edison,2,unknown,,616,,,2733,529,24,8,4,,0,0,0,0,0,,2020-11-24T13:22:27Z,66.82838,R+67,Trump +67,republican,trumpd,66.82838,3038,61.4,3202,24.17,missouri,2020-12-09T08:27:51.293878Z
29181,Ripley,5743,0,7,7,Released as a precinct as first report of the night,100,5743,100%,100% reported,edison,6,unknown,,717,,,4838,833,34,34,4,0,0,0,0,0,0,0,2020-11-24T13:22:29Z,69.73707,R+70,Trump +70,republican,trumpd,69.73707,5524,66.8,5263,44.59,missouri,2020-12-09T08:27:51.293878Z
29195,Saline,9528,1995,15,16,Released as a precinct as first report of the night,100,9528,100%,100% reported,edison,6,all,,1262,,,6447,2903,135,23,6,14,987,980,19,5,0,4,2020-11-24T13:22:44Z,37.19563,R+37,Trump +37,republican,trumpd,37.19563,9274,34.4,9108,14.43,missouri,2020-12-09T08:27:51.293878Z
29197,Schuyler,2005,0,5,5,Released as a precinct as first report of the night,100,2005,100%,100% reported,edison,6,all,,286,,,1606,373,20,3,1,2,0,0,0,0,0,0,2020-11-24T13:22:45Z,61.49626,R+61,Trump +61,republican,trumpd,61.49626,1936,59.5,1939,24.6,missouri,2020-12-09T08:27:51.293878Z
29199,Scotland,1985,459,5,6,Released as a precinct as first report of the night,100,1985,100%,100% reported,edison,6,all,,466,,,1560,387,25,7,4,2,304,149,6,0,0,0,2020-11-24T13:22:49Z,59.0932,R+59,Trump +59,republican,trumpd,59.0932,1981,58.6,1936,31.15,missouri,2020-12-09T08:27:51.293878Z
29201,Scott,17748,0,20,21,Released as a precinct as first report of the night,100,17748,100%,100% reported,edison,6,all,,1589,,,13769,3753,156,29,11,30,0,0,0,0,0,0,2020-11-24T13:22:50Z,56.43453,R+56,Trump +56,republican,trumpd,56.43453,17337,55.3,16999,38.24,missouri,2020-12-09T08:27:51.293878Z
29203,Shannon,3908,639,7,8,Released as a precinct as first report of the night,96,4090,96%,96% reported,edison,4,all,,706,,,3164,706,24,8,3,3,393,239,3,2,1,1,2020-11-24T13:22:51Z,62.89662,R+63,Trump +63,republican,trumpd,62.89662,3904,56.1,3692,26,missouri,2020-12-09T08:27:51.293878Z
29205,Shelby,3355,667,7,7,Released as a precinct at the end of tabulation,100,3355,100%,100% reported,edison,6,all,,602,,,2699,592,46,8,4,6,458,199,5,1,0,4,2020-11-24T13:22:52Z,62.80179,R+63,Trump +63,republican,trumpd,62.80179,3274,58.6,3232,37.81,missouri,2020-12-09T08:27:51.293878Z
29183,St. Charles,222175,0,123,123,Released as a precinct in the middle of the night,100,222175,100%,100% reported,edison,6,all,,9973,,,128193,89346,3308,525,229,574,0,0,0,0,0,0,2020-11-24T13:22:31Z,17.48487,R+17,Trump +17,republican,trumpd,17.48487,203184,26.1,185690,20.97,missouri,2020-12-09T08:27:51.293878Z
29185,St. Clair,4974,731,10,10,Released as a precinct as first report of the night,96,5172,96%,96% reported,edison,6,unknown,,782,,,3932,988,43,7,4,,443,282,3,2,1,,2020-12-08T21:30:52Z,59.18778,R+59,Trump +59,republican,trumpd,59.18778,4630,55.4,4626,33.7,missouri,2020-12-09T08:27:51.293878Z
29187,St. Francois,28001,0,22,22,Released as a separate subtotal as first report of the night,100,25893,100%,100% reported,edison,2,unknown,,3432,,,20511,7044,337,73,36,,0,0,0,0,0,,2020-12-08T21:30:52Z,48.09471,R+48,Trump +48,republican,trumpd,48.09471,24920,45,22582,19.57,missouri,2020-12-09T08:27:51.293878Z
29510,St. Louis City,134372,46988,207,222,None,100,131765,100%,100% reported,edison,6,all,,23331,,,21474,110089,1497,599,134,579,4683,41770,254,129,41,111,2020-11-24T13:22:40Z,65.94752,D+66,Biden +66,democrat,bidenj,-65.94752,132487,-63,143607,-66.74,missouri,2020-12-09T08:27:51.293878Z
29189,St. Louis County,536446,217382,1181,1247,Merged into voters' home precincts and released with cumulative results,92,581544,92%,92% reported,edison,4,all,,107806,,,199493,328151,6119,1650,806,227,58936,156445,1263,430,276,32,2020-11-24T13:22:37Z,23.9834,D+24,Biden +24,democrat,bidenj,-23.9834,519686,-16.2,528676,-13.69,missouri,2020-12-09T08:27:51.293878Z
29186,Ste. Genevieve,9495,1923,13,13,Released as a precinct as first report of the night,100,8871,100%,100% reported,edison,4,all,,888,,,6627,2713,111,14,16,14,1033,860,20,2,3,5,2020-11-24T13:22:43Z,41.2217,R+41,Trump +41,republican,trumpd,41.2217,8512,34.7,8070,3,missouri,2020-12-09T08:27:51.293878Z
29207,Stoddard,13426,3792,10,11,None,96,13924,96%,96% reported,edison,4,all,,1728,,,11484,1819,99,16,8,,3022,747,20,2,1,,2020-12-08T21:30:51Z,71.98719,R+72,Trump +72,republican,trumpd,71.98719,13291,69.2,12866,49.3,missouri,2020-12-09T08:27:51.293878Z
29209,Stone,18520,0,22,22,Released as a precinct as first report of the night,100,18000,100%,100% reported,edison,2,some,,2683,,,14800,3506,146,22,9,37,0,0,0,0,0,0,2020-11-24T13:22:56Z,60.98272,R+61,Trump +61,republican,trumpd,60.98272,16645,61.7,15984,49.2,missouri,2020-12-09T08:27:51.293878Z
29211,Sullivan,2471,0,14,15,Released as a precinct as first report of the night,91,2719,91%,91% reported,edison,2,unknown,,542,,,1974,478,14,2,3,,0,0,0,0,0,,2020-11-24T13:22:58Z,60.54229,R+61,Trump +61,republican,trumpd,60.54229,2486,54.6,2595,27.05,missouri,2020-12-09T08:27:51.293878Z
29213,Taney,26269,5825,21,21,Released as a precinct as first report of the night,100,26240,100%,100% reported,edison,6,all,,4126,,,20508,5339,326,67,29,,3847,1927,40,7,4,,2020-12-08T21:30:51Z,57.74487,R+58,Trump +58,republican,trumpd,57.74487,23673,58.7,21659,47.4,missouri,2020-12-09T08:27:51.293878Z
29215,Texas,11332,2038,10,11,Released as a precinct as first report of the night,99,11478,99%,99% reported,edison,4,all,,1778,,,9478,1716,93,14,14,17,1456,561,16,1,4,0,2020-11-24T13:23:01Z,68.49629,R+68,Trump +68,republican,trumpd,68.49629,10956,65.2,10764,44.1,missouri,2020-12-09T08:27:51.293878Z
29217,Vernon,9185,0,16,17,Released as a precinct as first report of the night,100,9009,100%,100% reported,edison,2,unknown,,1666,,,7155,1903,110,12,5,,0,0,0,0,0,,2020-12-08T21:30:51Z,57.18019,R+57,Trump +57,republican,trumpd,57.18019,8631,55.9,8521,37.3,missouri,2020-12-09T08:27:51.293878Z
29219,Warren,18373,0,24,24,Released as a precinct as first report of the night,100,16536,100%,100% reported,edison,2,unknown,,1838,,,13222,4769,322,42,18,,0,0,0,0,0,,2020-11-24T13:23:04Z,46.00773,R+46,Trump +46,republican,trumpd,46.00773,15784,45.6,14676,26.79,missouri,2020-12-09T08:27:51.293878Z
29221,Washington,9972,0,14,14,Released as a separate subtotal as first report of the night,100,2284,100%,100% reported,edison,6,none,,1411,,,8047,1804,94,21,6,,0,0,0,0,0,,2020-12-08T21:30:51Z,62.60529,R+63,Trump +63,republican,trumpd,62.60529,9331,54.9,8695,19.02,missouri,2020-12-09T08:27:51.293878Z
29223,Wayne,5878,0,9,10,None,97,6036,97%,97% reported,edison,2,unknown,,627,,,4987,845,36,4,6,,0,0,0,0,0,,2020-12-08T21:30:50Z,70.46614,R+70,Trump +70,republican,trumpd,70.46614,5762,64.4,5720,34.56,missouri,2020-12-09T08:27:51.293878Z
29225,Webster,18779,7417,13,13,Released as a precinct as first report of the night,100,18776,100%,100% reported,edison,6,all,,2230,,,14880,3573,254,33,39,,5992,1274,120,18,13,,2020-12-08T21:30:50Z,60.21087,R+60,Trump +60,republican,trumpd,60.21087,16743,57.7,15429,40.83,missouri,2020-12-09T08:27:51.293878Z
29227,Worth,1107,0,8,8,Released as a precinct as first report of the night,100,1098,100%,100% reported,edison,2,unknown,,224,,,877,215,14,0,1,,0,0,0,0,0,,2020-11-24T13:23:09Z,59.80126,R+60,Trump +60,republican,trumpd,59.80126,1046,58.6,1048,30.82,missouri,2020-12-09T08:27:51.293878Z
29229,Wright,8739,0,11,11,Released as a precinct as first report of the night,100,8737,100%,100% reported,edison,6,all,,1078,,,7453,1168,94,15,9,,0,0,0,0,0,,2020-12-08T21:30:50Z,71.91898,R+72,Trump +72,republican,trumpd,71.91898,8119,68.2,7955,48.74,missouri,2020-12-09T08:27:51.293878Z
