fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_bidenj,results_trumpd,results_jorgensenj,results_write_ins,results_absentee_bidenj,results_absentee_trumpd,results_absentee_jorgensenj,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,leader_key,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
13029,Bryan,21349,17808,10,10,Released as a precinct in the middle of the night,100,21349,100%,100% reported,edison,10,all,,11968,,,6738,14240,357,14,5899,11660,249,0,2021-01-12T21:54:31Z,35.13982,R+35,Trump +35,republican,trumpd,35.13982,15271,42.7,13453,43.51,georgia,2021-05-04T17:41:56.389976Z
13031,Bulloch,30109,20765,16,16,Other,100,30109,100%,100% reported,edison,10,all,,19275,,,11248,18387,455,19,8793,11710,262,0,2021-01-12T21:54:42Z,23.71052,R+24,Trump +24,republican,trumpd,23.71052,25585,22.8,24085,19.02,georgia,2021-05-04T17:41:56.389976Z
13033,Burke,10685,7220,16,16,None,100,10685,100%,100% reported,edison,10,all,,6829,,,5208,5400,75,2,3719,3451,50,0,2021-01-12T21:54:51Z,1.79691,R+1.8,Trump +1.8,republican,trumpd,1.79691,9410,-2.6,9779,-11.29,georgia,2021-05-04T17:41:56.389976Z
13035,Butts,11776,10543,1,1,Released as a precinct as first report of the night,100,11776,100%,100% reported,edison,10,all,,10779,,,3274,8406,91,5,2895,7579,69,0,2021-01-13T17:05:55Z,43.58016,R+44,Trump +44,republican,trumpd,43.58016,9514,43.6,9381,35.58,georgia,2021-05-04T17:41:56.389976Z
13037,Calhoun,2198,1548,5,5,Merged into voters' home precincts and released with cumulative results,100,2198,100%,100% reported,edison,10,all,,1318,,,1263,923,12,0,899,644,5,0,2020-12-05T00:00:21Z,15.46861,D+15,Biden +15,democrat,bidenj,-15.46861,2025,-17.2,2188,-18.97,georgia,2021-05-04T17:41:56.389976Z
13039,Camden,23698,18724,14,14,"As a precinct in the FIRST cumulative report, along with regular precincts",100,23698,100%,100% reported,edison,10,all,,14382,,,7967,15249,470,12,6798,11626,300,0,2021-01-12T21:55:19Z,30.72833,R+31,Trump +31,republican,trumpd,30.72833,19069,33.5,17983,27.61,georgia,2021-05-04T17:41:56.389976Z
13043,Candler,4431,2292,1,1,Other,100,4431,100%,100% reported,edison,10,unknown,,3010,,,1269,3133,29,0,739,1547,6,0,2020-11-24T13:26:04Z,42.06725,R+42,Trump +42,republican,trumpd,42.06725,3763,43.5,3528,33.65,georgia,2021-05-04T17:41:56.389976Z
13045,Carroll,54502,40073,28,28,None,100,54502,100%,100% reported,edison,10,all,,31790,,,16236,37476,760,30,13216,26375,482,0,2021-01-12T21:55:33Z,38.97105,R+39,Trump +39,republican,trumpd,38.97105,44459,39.5,41549,37.53,georgia,2021-05-04T17:41:56.389976Z
13047,Catoosa,32626,26238,11,11,None,100,32626,100%,100% reported,edison,10,all,,21358,,,6932,25167,494,33,5952,19973,313,0,2021-01-13T17:06:52Z,55.89101,R+56,Trump +56,republican,trumpd,55.89101,26940,59.8,23678,52.76,georgia,2021-05-04T17:41:56.389976Z
13049,Charlton,4568,3190,8,8,Merged into voters' home precincts and released with cumulative results,100,4568,100%,100% reported,edison,10,all,,2992,,,1105,3419,44,0,870,2293,27,0,2020-12-04T23:32:56Z,50.65674,R+51,Trump +51,republican,trumpd,50.65674,4031,48.3,3764,35.33,georgia,2021-05-04T17:41:56.389976Z
13051,Chatham,133484,96111,92,92,Released as a precinct as first report of the night,100,133484,100%,100% reported,edison,10,all,,63578,,,78247,53232,1929,76,60237,34846,1028,0,2021-01-12T21:56:05Z,18.74007,D+19,Biden +19,democrat,bidenj,-18.74007,113051,-14.7,108628,-12.01,georgia,2021-05-04T17:41:56.389976Z
13053,Chattahoochee,1582,1117,1,1,None,100,1582,100%,100% reported,edison,10,unknown,,126,,,667,880,35,0,515,585,17,0,2020-11-24T13:26:05Z,13.46397,R+13,Trump +13,republican,trumpd,13.46397,1390,11.3,1490,0.4,georgia,2021-05-04T17:41:56.389976Z
13055,Chattooga,10053,7162,13,13,Released with cumulative results periodically election night,100,10053,100%,100% reported,edison,10,unknown,,5234,,,1854,8064,132,3,1486,5594,82,0,2021-01-12T21:56:14Z,61.77261,R+62,Trump +62,republican,trumpd,61.77261,8252,58.8,7822,41.17,georgia,2021-05-04T17:41:56.389976Z
13057,Cherokee,144859,113527,42,42,Released as a separate subtotal as first report of the night,100,144859,100%,100% reported,edison,10,all,,90723,,,42779,99585,2451,44,36190,75810,1527,0,2021-01-12T21:56:24Z,39.21468,R+39,Trump +39,republican,trumpd,39.21468,112784,49.1,98220,57.7,georgia,2021-05-04T17:41:56.389976Z
13059,Clarke,51421,42276,24,24,None,100,51421,100%,100% reported,edison,10,all,,31528,,,36055,14450,841,75,30686,11022,568,0,2021-01-12T21:58:53Z,42.01591,D+42,Biden +42,democrat,bidenj,-42.01591,45476,-37.1,40368,-28.78,georgia,2021-05-04T17:41:56.389976Z
13061,Clay,1436,1133,5,5,Merged into voters' home precincts and released with cumulative results,100,1436,100%,100% reported,edison,10,all,,907,,,791,637,7,1,625,506,2,0,2021-01-12T21:59:00Z,10.72423,D+11,Biden +11,democrat,bidenj,-10.72423,1273,-10.3,1402,-23.18,georgia,2021-05-04T17:41:56.389976Z
13063,Clayton,112391,91519,65,65,None,100,112391,100%,100% reported,edison,10,all,,91435,,,95466,15811,1053,61,78456,12354,709,0,2021-01-13T16:56:03Z,70.87311,D+71,Biden +71,democrat,bidenj,-70.87311,93580,-70.1,96067,-70.07,georgia,2021-05-04T17:41:56.389976Z
13065,Clinch,2862,2008,5,5,"As a precinct in the FIRST cumulative report, along with regular precincts",100,2862,100%,100% reported,edison,10,all,,1870,,,744,2105,12,1,512,1486,10,0,2021-01-12T21:59:32Z,47.55416,R+48,Trump +48,republican,trumpd,47.55416,2464,42.2,2472,30.18,georgia,2021-05-04T17:41:56.389976Z
13067,Cobb,394022,322843,145,145,Merged into voters' home precincts and released with cumulative results,100,394022,100%,100% reported,edison,10,all,,202586,,,221847,165436,6445,294,190900,127671,4272,0,2021-01-13T17:08:12Z,14.31671,D+14,Biden +14,democrat,bidenj,-14.31671,334058,-2.2,310116,12.45,georgia,2021-05-04T17:41:56.389976Z
13069,Coffee,15214,11473,6,6,Other,100,15214,100%,100% reported,edison,10,unknown,,13390,,,4511,10578,125,0,3406,7983,84,0,2021-03-07T03:06:15Z,39.87774,R+40,Trump +40,republican,trumpd,39.87774,13998,39.2,14454,29,georgia,2021-05-04T17:41:56.389976Z
13071,Colquitt,16087,10642,19,19,None,100,16087,100%,100% reported,edison,10,all,,9626,,,4190,11777,119,1,3076,7497,69,0,2021-01-12T21:59:56Z,47.1623,R+47,Trump +47,republican,trumpd,47.1623,13624,47.2,13328,39.54,georgia,2021-05-04T17:41:56.389976Z
13073,Columbia,80620,61676,47,47,Merged into voters' home precincts and released with cumulative results,100,80620,100%,100% reported,edison,10,all,,44339,,,29232,50013,1330,45,24194,36666,816,0,2021-01-12T22:00:07Z,25.77648,R+26,Trump +26,republican,trumpd,25.77648,65207,37.1,58923,42.96,georgia,2021-05-04T17:41:56.389976Z
13075,Cook,7037,5357,8,8,Released as a separate subtotal as first report of the night,100,7037,100%,100% reported,edison,10,unknown,,5070,,,2059,4900,76,2,1520,3787,50,0,2021-01-12T22:00:20Z,40.37232,R+40,Trump +40,republican,trumpd,40.37232,6080,39.9,6031,31.39,georgia,2021-05-04T17:41:56.389976Z
13077,Coweta,76845,52677,26,26,None,100,76845,100%,100% reported,edison,10,unknown,,37867,,,24210,51501,1088,46,18866,33224,587,0,2021-01-12T22:00:30Z,35.51435,R+36,Trump +36,republican,trumpd,35.51435,62210,41.7,55555,44.07,georgia,2021-05-04T17:41:56.389976Z
13079,Crawford,6102,4664,6,6,Released as a separate subtotal as first report of the night,100,6102,100%,100% reported,edison,10,unknown,,4342,,,1615,4428,59,0,1351,3275,38,0,2021-01-13T16:49:51Z,46.09964,R+46,Trump +46,republican,trumpd,46.09964,5176,42.8,5133,32.38,georgia,2021-05-04T17:41:56.389976Z
13081,Crisp,8036,6457,5,5,None,100,8036,100%,100% reported,edison,10,unknown,,6558,,,2982,4985,66,3,2409,4005,43,0,2021-03-07T03:06:33Z,24.92534,R+25,Trump +25,republican,trumpd,24.92534,7549,22.7,7396,13.72,georgia,2021-05-04T17:41:56.389976Z
13083,Dade,7447,5122,7,7,Merged into voters' home precincts and released with cumulative results,100,7447,100%,100% reported,edison,10,unknown,,4573,,,1261,6066,107,13,1017,4049,56,0,2021-03-06T23:21:08Z,64.52263,R+65,Trump +65,republican,trumpd,64.52263,6361,64.2,6020,50.83,georgia,2021-05-04T17:41:56.389976Z
13085,Dawson,16084,13425,3,3,Released as a separate subtotal as first report of the night,100,16084,100%,100% reported,edison,10,unknown,,10581,,,2486,13398,197,3,2232,11059,134,0,2021-01-12T22:01:09Z,67.84382,R+68,Trump +68,republican,trumpd,67.84382,11820,71.5,10244,74.25,georgia,2021-05-04T17:41:56.389976Z
13089,DeKalb,370877,322491,191,191,Released with cumulative results periodically election night,100,370877,100%,100% reported,edison,10,all,,261315,,,308162,58377,4207,131,273384,46044,3063,0,2021-01-12T22:01:35Z,67.34982,D+67,Biden +67,democrat,bidenj,-67.34982,317849,-62.9,306265,-56.76,georgia,2021-05-04T17:41:56.389976Z
13087,Decatur,11628,9336,9,9,Merged into voters' home precincts and released with cumulative results,100,11628,100%,100% reported,edison,10,all,,9618,,,4782,6755,88,3,3984,5283,69,0,2021-01-13T16:50:05Z,16.96766,R+17,Trump +17,republican,trumpd,16.96766,10317,18.4,10485,11.76,georgia,2021-05-04T17:41:56.389976Z
13091,Dodge,8072,5145,16,16,Released as a precinct as first report of the night,100,8072,100%,100% reported,edison,10,unknown,,5826,,,2172,5843,56,1,1620,3504,21,0,2021-03-07T03:06:37Z,45.4782,R+45,Trump +45,republican,trumpd,45.4782,7009,45.4,7733,35.85,georgia,2021-05-04T17:41:56.389976Z
13093,Dooly,4106,3142,5,5,Released as a precinct as first report of the night,100,4106,100%,100% reported,edison,10,unknown,,3453,,,1911,2159,35,1,1427,1690,25,0,2021-01-12T22:02:06Z,6.03994,R+6,Trump +6,republican,trumpd,6.03994,3859,2,4298,-6.98,georgia,2021-05-04T17:41:56.389976Z
13095,Dougherty,35290,23490,28,28,None,100,35290,100%,100% reported,edison,10,all,,27832,,,24568,10441,278,3,17178,6168,144,0,2021-01-13T16:50:27Z,40.03117,D+40,Biden +40,democrat,bidenj,-40.03117,34303,-38.1,37919,-39.15,georgia,2021-05-04T17:41:56.389976Z
13097,Douglas,69139,57951,25,25,Merged into voters' home precincts and released with cumulative results,100,69139,100%,100% reported,edison,10,all,,54542,,,42814,25454,838,33,36802,20573,576,0,2021-01-13T16:56:17Z,25.10884,D+25,Biden +25,democrat,bidenj,-25.10884,58123,-10.6,55267,-3.98,georgia,2021-05-04T17:41:56.389976Z
13099,Early,5188,3732,5,5,Other,100,5188,100%,100% reported,edison,10,unknown,,3645,,,2450,2710,28,0,1791,1920,21,0,2021-03-07T03:06:48Z,5.01157,R+5,Trump +5,republican,trumpd,5.01157,4803,8,5353,-3.89,georgia,2021-05-04T17:41:56.389976Z
13101,Echols,1442,1178,1,1,None,100,1442,100%,100% reported,edison,10,unknown,,886,,,167,1256,18,1,134,1030,14,0,2021-01-12T22:02:39Z,75.52011,R+76,Trump +76,republican,trumpd,75.52011,1182,72,1102,67.51,georgia,2021-05-04T17:41:56.389976Z
13103,Effingham,31579,22206,17,17,Merged into voters' home precincts and released with cumulative results,100,31579,100%,100% reported,edison,10,all,,15051,,,7718,23361,492,8,5956,15991,259,0,2021-01-12T22:02:54Z,49.53608,R+50,Trump +50,republican,trumpd,49.53608,23603,55.2,20816,51.16,georgia,2021-05-04T17:41:56.389976Z
13105,Elbert,9176,6775,11,11,None,100,9176,100%,100% reported,edison,10,unknown,,7709,,,2879,6226,66,5,2350,4389,36,0,2021-01-13T17:08:23Z,36.47559,R+36,Trump +36,republican,trumpd,36.47559,8027,34.3,8143,20.61,georgia,2021-05-04T17:41:56.389976Z
13107,Emanuel,9507,6093,11,11,Released as a precinct as first report of the night,100,9507,100%,100% reported,edison,10,all,,5450,,,2886,6553,66,2,2042,4022,29,0,2021-01-12T22:03:16Z,38.57158,R+39,Trump +39,republican,trumpd,38.57158,7896,36.7,8083,26.88,georgia,2021-05-04T17:41:56.389976Z
13109,Evans,4248,3528,1,1,Released as a precinct as first report of the night,100,4248,100%,100% reported,edison,10,unknown,,3528,,,1324,2888,35,1,1088,2417,23,0,2021-01-12T22:03:28Z,36.81733,R+37,Trump +37,republican,trumpd,36.81733,3628,35.1,3563,28.07,georgia,2021-05-04T17:41:56.389976Z
13111,Fannin,14849,10237,12,12,Released as a precinct at the end of tabulation,100,14849,100%,100% reported,edison,10,all,,7570,,,2570,12169,110,0,2187,7983,67,0,2020-12-04T23:41:45Z,64.64408,R+65,Trump +65,republican,trumpd,64.64408,11876,64.9,10017,58.19,georgia,2021-05-04T17:41:56.389976Z
13113,Fayette,72012,61834,36,36,Other,100,72012,100%,100% reported,edison,10,all,,60498,,,33062,37956,976,18,29595,31544,695,0,2021-01-12T22:03:39Z,6.79609,R+7,Trump +7,republican,trumpd,6.79609,61511,19.1,58568,31.31,georgia,2021-05-04T17:41:56.389976Z
13115,Floyd,41365,31228,25,25,None,100,41365,100%,100% reported,edison,10,all,,25280,,,11917,28906,518,24,9796,21114,318,0,2021-01-12T22:03:50Z,41.07095,R+41,Trump +41,republican,trumpd,41.07095,34860,42.9,32829,39.88,georgia,2021-05-04T17:41:56.389976Z
13117,Forsyth,129377,115722,20,20,Released as a separate subtotal in the middle of the tabulation,100,129377,100%,100% reported,edison,10,all,,77750,,,42208,85123,1980,66,38807,75351,1564,0,2021-01-12T22:04:06Z,33.1705,R+33,Trump +33,republican,trumpd,33.1705,98964,46.9,81731,62.81,georgia,2021-05-04T17:41:56.389976Z
13119,Franklin,10767,8084,7,7,Released as a separate subtotal as first report of the night,100,10767,100%,100% reported,edison,10,unknown,,4626,,,1593,9069,103,2,1245,6767,72,0,2021-01-13T17:07:46Z,69.43438,R+69,Trump +69,republican,trumpd,69.43438,8550,68,7762,59.46,georgia,2021-05-04T17:41:56.389976Z
13121,Fulton,523931,461979,384,384,Released as a precinct as first report of the night,100,523931,100%,100% reported,edison,10,all,,262589,,,380212,137247,6320,152,340476,116772,4731,0,2021-01-12T22:04:28Z,46.37347,D+46,Biden +46,democrat,bidenj,-46.37347,438751,-40.9,397413,-29.78,georgia,2021-05-04T17:41:56.389976Z
13123,Gilmer,16527,11624,13,13,Released as a precinct as first report of the night,100,16527,100%,100% reported,edison,10,unknown,,8613,,,2932,13429,164,2,2479,9046,99,0,2021-01-12T22:04:37Z,63.51425,R+64,Trump +64,republican,trumpd,63.51425,12848,66.3,11018,63.24,georgia,2021-05-04T17:41:56.389976Z
13125,Glascock,1565,1120,4,4,None,100,1565,100%,100% reported,edison,10,unknown,,920,,,155,1402,8,0,115,1000,5,0,2021-03-06T23:21:23Z,79.68051,R+80,Trump +80,republican,trumpd,79.68051,1390,78.9,1333,71.94,georgia,2021-05-04T17:41:56.389976Z
13127,Glynn,41994,34923,20,20,Released as a precinct as first report of the night,100,41994,100%,100% reported,edison,10,all,,28819,,,15882,25617,489,6,13704,20880,339,0,2021-01-13T17:08:36Z,23.18188,R+23,Trump +23,republican,trumpd,23.18188,34437,28.3,33133,26.99,georgia,2021-05-04T17:41:56.389976Z
13129,Gordon,24044,15921,12,12,Other,100,24044,100%,100% reported,edison,10,unknown,,12109,,,4384,19405,244,11,3380,12404,137,0,2021-01-12T22:05:11Z,62.47297,R+62,Trump +62,republican,trumpd,62.47297,19062,63,16897,57.74,georgia,2021-05-04T17:41:56.389976Z
13131,Grady,10707,8001,13,13,Released as a precinct as first report of the night,100,10707,100%,100% reported,edison,10,unknown,,7808,,,3619,7034,54,0,2973,4999,29,0,2021-03-07T03:07:02Z,31.89502,R+32,Trump +32,republican,trumpd,31.89502,9265,32.8,9396,26.66,georgia,2021-05-04T17:41:56.389976Z
13133,Greene,11247,9789,5,5,Released as a precinct as first report of the night,100,11247,100%,100% reported,edison,10,unknown,,8130,,,4087,7066,91,3,3497,6222,70,0,2021-01-13T14:17:29Z,26.48706,R+26,Trump +26,republican,trumpd,26.48706,8919,25.7,8323,22.47,georgia,2021-05-04T17:41:56.389976Z
13135,Gwinnett,414350,340360,156,156,Released with cumulative results periodically election night,100,414350,100%,100% reported,edison,10,unknown,,177474,,,241994,166400,5629,327,205627,130868,3865,0,2021-01-13T14:17:44Z,18.244,D+18,Biden +18,democrat,bidenj,-18.244,330950,-5.8,296728,9.22,georgia,2021-05-04T17:41:56.389976Z
13137,Habersham,20442,17204,7,7,Other,100,20442,100%,100% reported,edison,10,unknown,,14590,,,3562,16637,232,11,3048,13988,168,0,2021-01-13T14:17:53Z,63.96145,R+64,Trump +64,republican,trumpd,63.96145,16333,65.6,14641,67.38,georgia,2021-05-04T17:41:56.389976Z
13139,Hall,90602,75086,31,31,None,100,90602,100%,100% reported,edison,10,unknown,,42947,,,25033,64183,1321,65,21166,53004,916,0,2021-01-13T14:18:07Z,43.21097,R+43,Trump +43,republican,trumpd,43.21097,71142,50,61364,56.19,georgia,2021-05-04T17:41:56.389976Z
13141,Hancock,4153,3254,10,10,None,100,4153,100%,100% reported,edison,10,unknown,,2875,,,2976,1154,23,0,2358,885,11,0,2020-12-04T23:35:43Z,43.8719,D+44,Biden +44,democrat,bidenj,-43.8719,3588,-51.8,4088,-62.11,georgia,2021-05-04T17:41:56.389976Z
13143,Haralson,14248,9497,12,12,Merged into voters' home precincts and released with cumulative results,100,14248,100%,100% reported,edison,10,all,,6862,,,1791,12330,125,2,1417,8010,70,0,2021-01-13T14:18:17Z,73.96828,R+74,Trump +74,republican,trumpd,73.96828,11439,70.9,10376,64.16,georgia,2021-05-04T17:41:56.389976Z
13145,Harris,20002,12999,12,12,None,100,20002,100%,100% reported,edison,10,unknown,,12696,,,5457,14319,215,11,4173,8714,112,0,2021-01-13T14:19:55Z,44.30557,R+44,Trump +44,republican,trumpd,44.30557,16502,47.6,15488,45.53,georgia,2021-05-04T17:41:56.389976Z
13147,Hart,12734,9782,7,7,Released as a precinct at the end of tabulation,100,12734,100%,100% reported,edison,10,unknown,,6811,,,3157,9465,106,6,2595,7124,63,0,2021-01-13T14:20:02Z,49.53667,R+50,Trump +50,republican,trumpd,49.53667,10161,46.3,9511,38.35,georgia,2021-05-04T17:41:56.389976Z
13149,Heard,5394,3542,6,6,Merged into voters' home precincts and released with cumulative results,100,5394,100%,100% reported,edison,10,all,,2362,,,824,4519,51,0,639,2874,29,0,2020-12-04T23:37:36Z,68.50204,R+69,Trump +69,republican,trumpd,68.50204,4244,61.9,4172,53.02,georgia,2021-05-04T17:41:56.389976Z
13151,Henry,123016,105982,37,37,Other,100,123016,100%,100% reported,edison,10,unknown,,101421,,,73443,48259,1296,18,65014,40013,955,0,2021-01-13T16:56:24Z,20.47213,D+20,Biden +20,democrat,bidenj,-20.47213,99367,-4.4,91378,3.3,georgia,2021-05-04T17:41:56.389976Z
13153,Houston,74872,56310,16,16,Other,100,74872,100%,100% reported,edison,10,unknown,,53598,,,32239,41540,1059,34,25837,29840,633,0,2021-01-13T16:51:55Z,12.42253,R+12,Trump +12,republican,trumpd,12.42253,60406,21.3,58056,20.6,georgia,2021-05-04T17:41:56.389976Z
13155,Irwin,4168,3273,3,3,Released as a precinct as first report of the night,100,4168,100%,100% reported,edison,10,all,,2670,,,1008,3134,26,0,780,2475,18,0,2021-01-13T16:55:38Z,51.00768,R+51,Trump +51,republican,trumpd,51.00768,3670,49.7,3709,37.67,georgia,2021-05-04T17:41:56.389976Z
13157,Jackson,37685,31492,4,4,Released as a precinct as first report of the night,100,37685,100%,100% reported,edison,10,unknown,,20045,,,7642,29502,531,10,6588,24530,374,0,2021-01-13T14:20:40Z,58.00716,R+58,Trump +58,republican,trumpd,58.00716,27423,63.1,23704,62.85,georgia,2021-05-04T17:41:56.389976Z
13159,Jasper,7647,5767,3,3,Released as a precinct as first report of the night,100,7647,100%,100% reported,edison,10,unknown,,5181,,,1761,5822,61,3,1465,4263,39,0,2021-01-13T14:20:48Z,53.10579,R+53,Trump +53,republican,trumpd,53.10579,6067,46.4,6031,37.99,georgia,2021-05-04T17:41:56.389976Z
13161,Jeff Davis,5774,4087,7,7,Other,100,5774,100%,100% reported,edison,10,unknown,,3910,,,1028,4695,48,3,780,3277,30,0,2021-03-07T03:07:18Z,63.50883,R+64,Trump +64,republican,trumpd,63.50883,5119,62.6,5336,50.99,georgia,2021-05-04T17:41:56.389976Z
13163,Jefferson,7639,5461,8,8,Merged into voters' home precincts and released with cumulative results,100,7639,100%,100% reported,edison,10,unknown,,4930,,,4058,3537,44,0,2997,2438,26,0,2021-03-07T03:07:31Z,6.82026,D+7,Biden +7,democrat,bidenj,-6.82026,6976,-10.9,7298,-17.29,georgia,2021-05-04T17:41:56.389976Z
13165,Jenkins,3455,2565,5,5,Other,100,3455,100%,100% reported,edison,10,unknown,,2806,,,1266,2161,28,0,973,1579,13,0,2021-03-06T23:21:39Z,25.90449,R+26,Trump +26,republican,trumpd,25.90449,3056,25.3,3390,11.77,georgia,2021-05-04T17:41:56.389976Z
13167,Johnson,4100,3111,4,4,Released as a precinct as first report of the night,100,4100,100%,100% reported,edison,10,unknown,,3190,,,1222,2850,28,0,1013,2079,19,0,2021-03-06T23:21:49Z,39.70732,R+40,Trump +40,republican,trumpd,39.70732,3686,37.5,3772,30.09,georgia,2021-05-04T17:41:56.389976Z
13169,Jones,14940,11048,10,10,Merged into voters' home precincts AFTER election night,100,14940,100%,100% reported,edison,10,unknown,,10683,,,4882,9940,112,6,4045,6938,65,0,2021-03-07T03:07:42Z,33.85542,R+34,Trump +34,republican,trumpd,33.85542,12587,34.5,12105,28.67,georgia,2021-05-04T17:41:56.389976Z
13171,Lamar,9045,6773,6,6,None,100,9045,100%,100% reported,edison,10,all,,6784,,,2620,6331,94,0,2140,4579,54,0,2020-12-04T23:43:31Z,41.02819,R+41,Trump +41,republican,trumpd,41.02819,7647,38.2,7592,30.26,georgia,2021-05-04T17:41:56.389976Z
13173,Lanier,3576,2878,1,1,Released separately AFTER election night,100,3576,100%,100% reported,edison,10,unknown,,2618,,,1019,2509,48,0,815,2028,35,0,2020-12-04T23:43:49Z,41.66667,R+42,Trump +42,republican,trumpd,41.66667,2871,41,2972,23.76,georgia,2021-05-04T17:41:56.389976Z
13175,Laurens,22732,15117,16,16,Released as a precinct at the end of tabulation,100,22732,100%,100% reported,edison,10,all,,14083,,,8074,14493,164,1,6186,8830,101,0,2021-01-13T17:08:59Z,28.23773,R+28,Trump +28,republican,trumpd,28.23773,19596,28.9,19604,22.63,georgia,2021-05-04T17:41:56.389976Z
13177,Lee,16719,12697,10,10,Merged into voters' home precincts and released with cumulative results,100,16719,100%,100% reported,edison,10,unknown,,10498,,,4558,12007,149,5,3661,8949,87,0,2021-03-07T03:07:51Z,44.5541,R+45,Trump +45,republican,trumpd,44.5541,14246,52.5,13628,52.23,georgia,2021-05-04T17:41:56.389976Z
13179,Liberty,21394,17911,13,13,Released as a precinct as first report of the night,100,21394,100%,100% reported,edison,10,unknown,,15842,,,13104,7959,331,0,11430,6252,229,0,2020-12-04T23:46:46Z,24.0488,D+24,Biden +24,democrat,bidenj,-24.0488,16279,-21,16170,-30.25,georgia,2021-05-04T17:41:56.389976Z
13181,Lincoln,4641,3465,7,7,Released as a precinct as first report of the night,100,4641,100%,100% reported,edison,10,unknown,,4384,,,1432,3173,36,0,1168,2274,23,0,2021-03-06T23:21:56Z,37.51347,R+38,Trump +38,republican,trumpd,37.51347,4102,36.2,4426,27.59,georgia,2021-05-04T17:41:56.389976Z
13183,Long,5660,4102,7,7,Released as a precinct as first report of the night,100,5660,100%,100% reported,edison,10,unknown,,2792,,,2035,3527,95,3,1648,2392,62,0,2021-01-13T14:24:04Z,26.36042,R+26,Trump +26,republican,trumpd,26.36042,4117,30.8,3802,22.72,georgia,2021-05-04T17:41:56.389976Z
13185,Lowndes,46375,37491,13,13,Merged into voters' home precincts and released with cumulative results,100,46375,100%,100% reported,edison,10,unknown,,37909,,,20116,25692,547,20,16946,20174,371,0,2021-01-13T16:52:29Z,12.02372,R+12,Trump +12,republican,trumpd,12.02372,38063,17.3,39137,9.86,georgia,2021-05-04T17:41:56.389976Z
13187,Lumpkin,15545,13133,1,1,Merged into voters' home precincts and released with cumulative results,100,15545,100%,100% reported,edison,10,unknown,,9491,,,3126,12163,242,14,2794,10160,179,0,2021-01-13T14:24:22Z,58.13445,R+58,Trump +58,republican,trumpd,58.13445,12517,59.1,10905,60.45,georgia,2021-05-04T17:41:56.389976Z
13193,Macon,4663,3612,5,5,Other,100,4663,100%,100% reported,edison,10,unknown,,4178,,,2858,1783,22,0,2165,1435,12,0,2021-03-06T23:22:10Z,23.05383,D+23,Biden +23,democrat,bidenj,-23.05383,4287,-27.2,4781,-34.85,georgia,2021-05-04T17:41:56.389976Z
13195,Madison,14945,10610,12,12,Other,100,14945,100%,100% reported,edison,10,unknown,,8483,,,3411,11326,200,8,2670,7823,117,0,2021-03-07T03:08:02Z,52.96086,R+53,Trump +53,republican,trumpd,52.96086,12081,56.1,11104,53.58,georgia,2021-05-04T17:41:56.389976Z
13197,Marion,3626,2633,5,5,Merged into voters' home precincts AFTER election night,100,3626,100%,100% reported,edison,10,unknown,,2134,,,1312,2275,38,1,1091,1516,26,0,2021-03-06T23:22:18Z,26.55819,R+27,Trump +27,republican,trumpd,26.55819,3190,22.2,3170,10.13,georgia,2021-05-04T17:41:56.389976Z
13189,McDuffie,10456,8989,9,9,Released as a separate subtotal as first report of the night,100,10456,100%,100% reported,edison,10,unknown,,8941,,,4168,6169,118,1,3568,5343,78,0,2021-01-13T14:24:53Z,19.13734,R+19,Trump +19,republican,trumpd,19.13734,9322,18.6,9592,14.92,georgia,2021-05-04T17:41:56.389976Z
13191,McIntosh,6696,5409,6,6,Merged into voters' home precincts and released with cumulative results,100,6696,100%,100% reported,edison,10,unknown,,6114,,,2612,4016,68,0,2170,3205,34,0,2020-12-04T23:51:23Z,20.96774,R+21,Trump +21,republican,trumpd,20.96774,5937,19.9,6341,8.59,georgia,2021-05-04T17:41:56.389976Z
13199,Meriwether,10880,7426,14,14,Released as a precinct as first report of the night,100,10880,100%,100% reported,edison,10,unknown,,5128,,,4287,6524,66,3,3093,4292,41,0,2021-01-13T14:25:03Z,20.56066,R+21,Trump +21,republican,trumpd,20.56066,9248,15.3,9264,5.67,georgia,2021-05-04T17:41:56.389976Z
13201,Miller,2834,2121,1,1,Released as a separate subtotal in the middle of the tabulation,100,2834,100%,100% reported,edison,10,unknown,,2251,,,748,2066,20,0,575,1533,13,0,2020-12-04T23:52:53Z,46.5067,R+47,Trump +47,republican,trumpd,46.5067,2544,49.8,2775,37.95,georgia,2021-05-04T17:41:56.389976Z
13205,Mitchell,8963,6570,11,11,Other,100,8963,100%,100% reported,edison,10,unknown,,6909,,,3993,4935,34,1,3172,3382,16,0,2021-01-13T16:50:51Z,10.50987,R+11,Trump +11,republican,trumpd,10.50987,7880,10,8275,0.89,georgia,2021-05-04T17:41:56.389976Z
